add-yield-m,8,10000,160000,270396342,1689,0
add-yield-m,8,100000,1600000,2754116309,1721,0
add-yield-m,12,1,24,381108,15879,0
add-yield-m,12,10,240,493786,2057,0
add-yield-m,12,100,2400,4524062,1885,0
add-yield-m,12,1000,24000,43851204,1827,0
add-yield-m,12,10000,240000,426645060,1777,0
add-yield-m,12,100000,2400000,4701378431,1958,0
add-yield-s,1,1,2,71720,35860,0
add-yield-s,1,10,20,79003,3950,0
add-yield-s,1,100,200,220270,1101,0
add-yield-s,1,1000,2000,1728706,864,0
add-yield-s,1,10000,20000,16178253,808,0
add-yield-s,1,100000,200000,157921408,789,0
add-yield-s,2,1,4,113041,28260,0
add-yield-s,2,10,40,124585,3114,0
add-yield-s,2,100,400,424109,1060,0
add-yield-s,2,1000,4000,3756100,939,0
add-yield-s,2,10000,40000,33566967,839,0
add-yield-s,2,100000,400000,356165838,890,0
add-yield-s,4,1,8,180106,22513,0
add-yield-s,4,10,80,175254,2190,0
add-yield-s,4,100,800,1075661,1344,0
add-yield-s,4,1000,8000,10530681,1316,0
add-yield-s,4,10000,80000,100568844,1257,0
add-yield-s,4,100000,800000,1076056742,1345,0
add-yield-s,8,1,16,300479,18779,0
add-yield-s,8,10,160,265868,1661,0
add-yield-s,8,100,1600,2600306,1625,0
add-yield-s,8,1000,16000,24641254,1540,0
add-yield-s,8,10000,160000,240930824,1505,0
add-yield-s,8,100000,1600000,2285869400,1428,0
add-yield-s,12,1,24,428089,17837,0
add-yield-s,12,10,240,469690,1957,0
add-yield-s,12,100,2400,4401731,1834,0
add-yield-s,12,1000,24000,47791535,1991,0
add-yield-s,12,10000,240000,433418682,1805,0
add-yield-s,12,100000,2400000,4607664689,1919,0
add-yield-c,1,1,2,99353,49676,0
add-yield-c,1,10,20,113011,5650,0
add-yield-c,1,100,200,265043,1325,0
add-yield-c,1,1000,2000,1820896,910,0
add-yield-c,1,10000,20000,16725129,836,0
add-yield-c,1,100000,200000,166044978,830,0
add-yield-c,2,1,4,116602,29150,0
add-yield-c,2,10,40,130266,3256,0
add-yield-c,2,100,400,464211,1160,0
add-yield-c,2,1000,4000,3750527,937,0
add-yield-c,2,10000,40000,35683789,892,0
add-yield-c,2,100000,400000,365620436,914,0
add-yield-c,4,1,8,168243,21030,0
add-yield-c,4,10,80,161076,2013,0
add-yield-c,4,100,800,871621,1089,0
add-yield-c,4,1000,8000,7436806,929,0
add-yield-c,4,10000,80000,75693607,946,0
add-yield-c,4,100000,800000,772158130,965,0
add-yield-c,8,1,16,291772,18235,0
add-yield-c,8,10,160,301334,1883,0
add-yield-c,8,100,1600,1673030,1045,0
add-yield-c,8,1000,16000,16807588,1050,0
add-yield-c,8,10000,160000,159343884,995,0
add-yield-c,8,100000,1600000,1645698486,1028,0
add-yield-c,12,1,24,397201,16550,0
add-yield-c,12,10,240,399773,1665,0
add-yield-c,12,100,2400,2829766,1179,0
add-yield-c,12,1000,24000,28063725,1169,0
add-yield-c,12,10000,240000,275178377,1146,0
add-yield-c,12,100000,2400000,2943358976,1226,0
