list-i-m,8,1,1,24,256437,10684
list-i-m,8,2,1,48,236640,4930
list-i-m,8,4,1,96,232828,2425
list-i-m,8,8,1,192,260824,1358
list-i-m,8,16,1,384,399484,1040
list-i-m,8,32,1,768,732406,953
list-i-m,12,1,1,36,381447,10595
list-i-m,12,2,1,72,434024,6028
list-i-m,12,4,1,144,400845,2783
list-i-m,12,8,1,288,383315,1330
list-i-m,12,16,1,576,431915,749
list-i-m,12,32,1,1152,1076464,934
list-d-m,1,1,1,3,81029,27009
list-d-m,1,2,1,6,81667,13611
list-d-m,1,4,1,12,95780,7981
list-d-m,1,8,1,24,102731,4280
list-d-m,1,16,1,48,111557,2324
list-d-m,1,32,1,96,95756,997
list-d-m,2,1,1,6,110176,18362
list-d-m,2,2,1,12,108008,9000
list-d-m,2,4,1,24,100373,4182
list-d-m,2,8,1,48,109120,2273
list-d-m,2,16,1,96,160749,1674
list-d-m,2,32,1,192,221581,1154
list-d-m,4,1,1,12,145285,12107
list-d-m,4,2,1,24,118031,4917
list-d-m,4,4,1,48,142176,2962
list-d-m,4,8,1,96,150373,1566
list-d-m,4,16,1,192,215759,1123
list-d-m,4,32,1,384,318469,829
list-d-m,8,1,1,24,250299,10429
list-d-m,8,2,1,48,294441,6134
list-d-m,8,4,1,96,237554,2474
list-d-m,8,8,1,192,236061,1229
list-d-m,8,16,1,384,365547,951
list-d-m,8,32,1,768,698770,909
list-d-m,12,1,1,36,359417,9983
list-d-m,12,2,1,72,335631,4661
list-d-m,12,4,1,144,339273,2356
list-d-m,12,8,1,288,350028,1215
list-d-m,12,16,1,576,648796,1126
list-d-m,12,32,1,1152,1533458,1331
list-il-m,1,1,1,3,80669,26889
list-il-m,1,2,1,6,113881,18980
list-il-m,1,4,1,12,103297,8608
list-il-m,1,8,1,24,105504,4396
list-il-m,1,16,1,48,119893,2497
list-il-m,1,32,1,96,148520,1547
list-il-m,2,1,1,6,83287,13881
list-il-m,2,2,1,12,116078,9673
list-il-m,2,4,1,24,118793,4949
list-il-m,2,8,1,48,149846,3121
list-il-m,2,16,1,96,164348,1711
list-il-m,2,32,1,192,251345,1309
list-il-m,4,1,1,12,144901,12075
list-il-m,4,2,1,24,133815,5575
list-il-m,4,4,1,48,148750,3098
list-il-m,4,8,1,96,203017,2114
list-il-m,4,16,1,192,306101,1594
list-il-m,4,32,1,384,480878,1252
list-il-m,8,1,1,24,257632,10734
list-il-m,8,2,1,48,242023,5042
list-il-m,8,4,1,96,245280,2555
list-il-m,8,8,1,192,349504,1820
list-il-m,8,16,1,384,540856,1408
list-il-m,8,32,1,768,1045803,1361
list-il-m,12,1,1,36,461931,12831
list-il-m,12,2,1,72,601411,8352
list-il-m,12,4,1,144,355648,2469
list-il-m,12,8,1,288,399798,1388
list-il-m,12,16,1,576,1902442,3302
list-il-m,12,32,1,1152,1599651,1388
list-dl-m,1,1,1,3,97611,32537
list-dl-m,1,2,1,6,99993,16665
list-dl-m,1,4,1,12,113399,9449
list-dl-m,1,8,1,24,100804,4200
list-dl-m,1,16,1,48,117385,2445
list-dl-m,1,32,1,96,151768,1580
list-dl-m,2,1,1,6,89759,14959
list-dl-m,2,2,1,12,125861,10488
list-dl-m,2,4,1,24,93277,3886
list-dl-m,2,8,1,48,132879,2768
list-dl-m,2,16,1,96,165853,1727
list-dl-m,2,32,1,192,226433,1179
list-dl-m,4,1,1,12,159264,13272
list-dl-m,4,2,1,24,147017,6125
list-dl-m,4,4,1,48,166056,3459
list-dl-m,4,8,1,96,208014,2166
list-dl-m,4,16,1,192,326951,1702
list-dl-m,4,32,1,384,530783,1382
list-dl-m,8,1,1,24,273269,11386
list-dl-m,8,2,1,48,268642,5596
list-dl-m,8,4,1,96,253359,2639
list-dl-m,8,8,1,192,390891,2035
list-dl-m,8,16,1,384,628135,1635
list-dl-m,8,32,1,768,1194955,1555
list-dl-m,12,1,1,36,407141,11309
list-dl-m,12,2,1,72,423757,5885
list-dl-m,12,4,1,144,383334,2662
list-dl-m,12,8,1,288,541426,1879
list-dl-m,12,16,1,576,854497,1483
list-dl-m,12,32,1,1152,1919504,1666
list-i-s,1,1,1,3,78603,26201
list-i-s,1,2,1,6,96563,16093
list-i-s,1,4,1,12,94929,7910
list-i-s,1,8,1,24,109230,4551
list-i-s,1,16,1,48,108632,2263
list-i-s,1,32,1,96,112590,1172
list-i-s,2,1,1,6,113871,18978
list-i-s,2,2,1,12,113691,9474
list-i-s,2,4,1,24,127581,5315
list-i-s,2,8,1,48,123045,2563
list-i-s,2,16,1,96,150917,1572
list-i-s,2,32,1,192,200113,1042
list-i-s,4,1,1,12,139961,11663
list-i-s,4,2,1,24,144863,6035
list-i-s,4,4,1,48,158118,3294
list-i-s,4,8,1,96,152318,1586
list-i-s,4,16,1,192,235096,1224
list-i-s,4,32,1,384,417531,1087
list-i-s,8,1,1,24,270878,11286
list-i-s,8,2,1,48,264086,5501
list-i-s,8,4,1,96,256377,2670
list-i-s,8,8,1,192,282056,1469
list-i-s,8,16,1,384,498346,1297
list-i-s,8,32,1,768,1094329,1424
list-i-s,12,1,1,36,403672,11213
list-i-s,12,2,1,72,385935,5360
list-i-s,12,4,1,144,401198,2786
list-i-s,12,8,1,288,398559,1383
list-i-s,12,16,1,576,957628,1662
list-i-s,12,32,1,1152,2103925,1826
list-d-s,1,1,1,3,102146,34048
list-d-s,1,2,1,6,100058,16676
list-d-s,1,4,1,12,112198,9349
list-d-s,1,8,1,24,151890,6328
list-d-s,1,16,1,48,80937,1686
list-d-s,1,32,1,96,111602,1162
list-d-s,2,1,1,6,112953,18825
list-d-s,2,2,1,12,111071,9255
list-d-s,2,4,1,24,93590,3899
list-d-s,2,8,1,48,90179,1878
list-d-s,2,16,1,96,129786,1351
list-d-s,2,32,1,192,158204,823
list-d-s,4,1,1,12,143339,11944
list-d-s,4,2,1,24,158413,6600
list-d-s,4,4,1,48,132703,2764
list-d-s,4,8,1,96,172788,1799
list-d-s,4,16,1,192,142634,742
list-d-s,4,32,1,384,294628,767
list-d-s,8,1,1,24,269846,11243
list-d-s,8,2,1,48,281989,5874
list-d-s,8,4,1,96,244868,2550
list-d-s,8,8,1,192,278176,1448
list-d-s,8,16,1,384,268982,700
list-d-s,8,32,1,768,839064,1092
list-d-s,12,1,1,36,471325,13092
list-d-s,12,2,1,72,371099,5154
list-d-s,12,4,1,144,404093,2806
list-d-s,12,8,1,288,407219,1413
list-d-s,12,16,1,576,603852,1048
list-d-s,12,32,1,1152,1522404,1321
list-il-s,1,1,1,3,79636,26545
list-il-s,1,2,1,6,79034,13172
list-il-s,1,4,1,12,87338,7278
list-il-s,1,8,1,24,91599,3816
list-il-s,1,16,1,48,145585,3033
list-il-s,1,32,1,96,168531,1755
list-il-s,2,1,1,6,127064,21177
list-il-s,2,2,1,12,131714,10976
list-il-s,2,4,1,24,106166,4423
list-il-s,2,8,1,48,120700,2514
list-il-s,2,16,1,96,151750,1580
list-il-s,2,32,1,192,187676,977
list-il-s,4,1,1,12,165601,13800
list-il-s,4,2,1,24,146758,6114
list-il-s,4,4,1,48,157384,3278
list-il-s,4,8,1,96,237701,2476
list-il-s,4,16,1,192,288081,1500
list-il-s,4,32,1,384,522112,1359
list-il-s,8,1,1,24,264417,11017
list-il-s,8,2,1,48,233822,4871
list-il-s,8,4,1,96,263730,2747
list-il-s,8,8,1,192,329656,1716
list-il-s,8,16,1,384,593963,1546
list-il-s,8,32,1,768,1290326,1680
list-il-s,12,1,1,36,399949,11109
list-il-s,12,2,1,72,423128,5876
list-il-s,12,4,1,144,382561,2656
list-il-s,12,8,1,288,426722,1481
list-il-s,12,16,1,576,1090070,1892
list-il-s,12,32,1,1152,2719086,2360
list-dl-s,1,1,1,3,145543,48514
list-dl-s,1,2,1,6,97300,16216
list-dl-s,1,4,1,12,83658,6971
list-dl-s,1,8,1,24,95056,3960
list-dl-s,1,16,1,48,122107,2543
list-dl-s,1,32,1,96,149004,1552
list-dl-s,2,1,1,6,103187,17197
list-dl-s,2,2,1,12,101896,8491
list-dl-s,2,4,1,24,95872,3994
list-dl-s,2,8,1,48,102135,2127
list-dl-s,2,16,1,96,183471,1911
list-dl-s,2,32,1,192,201202,1047
list-dl-s,4,1,1,12,154884,12907
list-dl-s,4,2,1,24,137386,5724
list-dl-s,4,4,1,48,147992,3083
list-dl-s,4,8,1,96,149932,1561
list-dl-s,4,16,1,192,228422,1189
list-dl-s,4,32,1,384,403942,1051
list-dl-s,8,1,1,24,261428,10892
list-dl-s,8,2,1,48,237164,4940
list-dl-s,8,4,1,96,264312,2753
list-dl-s,8,8,1,192,297760,1550
list-dl-s,8,16,1,384,713504,1858
list-dl-s,8,32,1,768,1213010,1579
list-dl-s,12,1,1,36,380565,10571
list-dl-s,12,2,1,72,368687,5120
list-dl-s,12,4,1,144,351875,2443
list-dl-s,12,8,1,288,410233,1424
list-dl-s,12,16,1,576,907556,1575
list-dl-s,12,32,1,1152,2189892,1900
